"","Tree_ID","best_iteration","quality_0","quality_1","quality_2","quality_3","quality_4","quality_5","quality_6","quality_7","quality_8","quality_9","times_outlier_0","times_outlier_1","times_outlier_2","times_outlier_3","times_outlier_4","times_outlier_5","times_outlier_6","times_outlier_7","times_outlier_8","times_outlier_9"
"788","8420",7,1.53490072730428,NA,NA,1.15049842970356,1.58962816004645,0.908519822081194,NA,2.28516735106882,2,NA,0,2,4,0,0,0,2,0,0,1
"789","8423",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,2,4,5,1,2,0,4,1
"790","8425",2,NA,0.723621425412344,1.8432375730566,NA,1.71581402565672,NA,NA,1.69045906943145,NA,1.52070332672417,1,0,0,4,0,2,2,0,2,0
"791","8426",7,NA,NA,0.983429364431145,1.63416070503789,NA,1.69541670234634,NA,2.08528815817439,1.3570910887498,NA,1,3,0,0,3,0,1,0,0,8
"792","8427",1,NA,2.18492084896831,1.72302164648334,1.28838018970989,1.31666112929029,1.4105209854102,1.1751032763105,1.47819033329219,NA,1.85418465240612,2,0,0,0,0,0,0,0,4,0
"793","8428",8,NA,NA,NA,1.43457252336652,2.11555581261189,0.646282582321402,NA,0.772443170437896,2.30127607013901,NA,1,2,1,0,0,0,3,0,0,1
"794","8429",4,NA,NA,NA,1.80762616927417,1.82897054639712,NA,1,NA,NA,NA,3,2,6,0,0,4,0,2,4,6
"795","8430",4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,4,3,2,1,0,3,5,0,1,2
"796","8431",0,2.63502148445816,NA,1.87154771868972,NA,NA,0.726521939973843,NA,1.05101898403078,NA,NA,0,6,0,4,5,0,5,0,1,2
"797","8432",1,NA,3,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,2,3,4,4,0,2,3
"798","8433",3,NA,NA,1,2.83049370547551,NA,NA,0.618676182982699,NA,NA,NA,8,8,0,0,16,1,0,1,3,5
"799","8434",6,NA,1.1493629548416,1.68721391671744,1.611449642973,1.1148701559268,NA,1.86284951981904,1.0412189177059,NA,NA,1,0,0,0,0,3,0,0,1,1
"800","8435",1,1.1869229405833,2.31186020461785,NA,1.80576211789552,NA,NA,NA,NA,1.61108435720263,NA,0,0,3,0,1,1,2,3,0,4
"801","8436",0,2.19850489288742,NA,0.415423610620968,NA,NA,NA,NA,NA,2,1.5393463167058,0,1,0,1,2,2,2,2,0,0
"802","8437",8,1.85974423696287,NA,NA,NA,NA,0.603467410557555,1.65146309436795,NA,2.69821475768717,NA,0,4,2,1,1,0,0,1,0,3
"803","8442",3,NA,NA,1.74209700055202,2.20355532969523,1.91146020862137,NA,1.80090201617921,NA,0.216845224457824,NA,3,1,0,0,0,5,0,3,0,2
"804","848",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,2,1,2,1,1,1,0,2,6
"805","8500",2,NA,NA,2.61501773816563,2,NA,2.34411195506561,NA,1.5355777498322,0.629085906346341,1.41596050355725,1,1,0,0,10,0,1,0,0,0
"806","853",9,NA,1.88277223923163,NA,NA,NA,0.456610493381457,NA,NA,NA,2,6,0,8,4,7,0,1,3,5,0
"807","857a",7,1.60816607246689,1.50484152637483,NA,1.43643490431126,NA,0.693062123872669,1.18859016570825,2.42176706241879,NA,NA,0,0,3,0,1,0,0,0,1,2
"808","857b",3,NA,NA,NA,2.06554290929042,0,NA,1.53942812426565,NA,NA,NA,1,2,2,0,0,4,0,3,2,1
"809","857c",8,NA,2.05868499947726,NA,NA,0.148610433861053,NA,NA,NA,2.34870887034489,0.498782511865829,2,0,1,2,0,1,5,2,0,0
"810","857d",3,NA,2.09201427422867,NA,2.35885639023853,1.37157634767474,0.586230486006567,1.45300304786697,NA,NA,NA,1,0,2,0,0,0,0,4,12,4
"811","868",9,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,3,1,3,3,0,4,0
"812","869",8,NA,NA,NA,NA,2,0.969330988646275,NA,NA,2.00862740828349,NA,10,9,3,2,0,0,1,2,0,1
"813","871",0,3,NA,NA,NA,1.02501318475278,NA,NA,NA,NA,0.881427754315778,0,1,14,6,0,2,2,4,7,0
"814","877",0,2.58112334624534,0.685574739156148,NA,NA,NA,1.98203823780963,NA,NA,NA,NA,0,0,2,7,3,0,1,1,1,7
"815","878",3,1,NA,0.967118435049769,2.48425560988392,NA,NA,NA,NA,1.52617003268054,NA,0,4,0,0,1,6,6,7,0,2
"816","889",5,NA,1.5621939967478,NA,1,NA,1.70916122798845,NA,NA,NA,NA,3,1,7,1,3,1,3,2,3,5
"817","893a",7,NA,1.45576719586836,0.748009719269329,1.5674061702013,NA,NA,NA,2.35448459019336,NA,1.53845934279554,6,0,0,0,18,3,1,0,1,0
"818","893b",9,NA,NA,NA,0.852340746492543,NA,NA,1.77811625437316,NA,NA,2.73127164883505,6,3,5,1,4,2,1,2,3,1
"819","899a",0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,10,4,1,2,3,1,10
"820","899b",1,1.74212958696723,1.97744826169465,NA,1.68956689816139,NA,NA,NA,NA,0.594243029754053,1.94093720821789,0,0,1,0,2,2,1,1,0,0
"821","899c",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8,2,5,2,1,3,0
"822","8a",2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,3,0,1,0,2,2,1,1,1
"823","8b",7,1.92519053419312,NA,1,NA,NA,NA,NA,2.27227150790787,NA,NA,0,2,0,1,1,12,5,0,1,2
"824","9",9,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,3,4,1,2,6,1,1,0
"825","901",3,NA,1.34726507916768,0.875329184995456,2.20020756684832,NA,NA,NA,NA,1.62906124281448,NA,1,0,0,0,3,1,3,12,0,1
"826","9082",6,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,2,15,1,3,0,2,1,0
"827","9083",3,NA,NA,NA,2,NA,NA,NA,1,NA,NA,5,3,1,0,2,4,3,0,2,2
"828","9084",9,NA,NA,NA,NA,0.454768380389101,NA,NA,1,NA,2.36679116807829,3,2,3,2,0,4,2,0,5,0
"829","9085",4,1,NA,NA,NA,2,NA,NA,0.285515076617436,NA,NA,0,1,2,1,0,2,4,0,2,1
"830","9086",2,NA,1.03713158381116,2.30900094672466,1,1.74713972027659,NA,NA,1.27256600670497,NA,NA,1,0,0,0,0,1,1,0,1,3
"831","9088",6,1.45495532918506,NA,1.16634873996606,NA,NA,NA,2.37172404795206,NA,0.741253286923833,NA,0,2,0,1,2,1,0,1,0,5
"832","9090",5,1.40321114330258,NA,0.901064989975085,NA,1.1991877459308,3,NA,NA,NA,0.684652090129059,0,7,0,2,0,0,4,1,2,0
"833","9091",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,2,3,4,1,3,1,0
"834","9092a",6,NA,0.698514513895971,NA,1.07746900507752,0.550036091900945,1.87284224827383,2.08148797758588,NA,1.14469118177932,1.72513196366743,2,0,1,0,0,0,0,2,0,0
"835","9093",2,NA,NA,2.35142831481851,NA,2.26898299014439,1.2527791780096,NA,NA,1.39708813201919,1.54528135296381,1,6,0,2,0,0,1,1,0,0
"836","9094a",4,NA,NA,NA,NA,2,NA,NA,1.12701081561737,NA,0.60241695847072,3,6,1,6,0,1,1,0,7,0
"837","9094b",1,NA,2.64847229323633,NA,NA,NA,1.75771697177493,1,NA,NA,1.66563355712306,1,0,2,3,2,0,0,2,3,0
"838","9095",0,2.08036655530887,NA,NA,1,NA,NA,NA,1.02718294320559,1.43271425823629,NA,0,5,1,0,1,2,3,0,0,1
"839","9096",8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,6,1,3,1,4,3,4,0,2
"840","9098",0,2.14251283638741,0.469487634968961,NA,1.76757730990023,NA,NA,NA,NA,1.52081090217134,NA,0,0,3,0,2,4,1,1,0,2
"841","9099b",7,NA,NA,NA,1.2589150797714,1.98965529961901,NA,NA,2.6808864996672,NA,0.307417563407922,1,4,2,0,0,2,1,0,5,0
"842","9102a",5,1.49364285477518,1.30125951185299,1.41613355594594,NA,NA,2,0.905130943369069,NA,NA,1.64587555671992,0,0,0,4,1,0,0,10,1,0
"843","9106",6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,1,1,0,1,2,0,11,1,1
"844","9107a",4,NA,0.944835703548615,NA,1.26643892152704,1.7143899303673,NA,NA,NA,1.70848346742786,NA,1,0,1,0,0,1,10,1,0,1
"845","9107b",6,NA,NA,NA,0.254299653969206,NA,NA,2.65011166960925,1.82644026002502,1.17938801815702,NA,7,2,4,1,3,3,1,1,1,2
"846","9108",3,NA,NA,NA,2.13156768498181,NA,NA,NA,NA,2,0.127642339990546,5,14,3,0,6,2,1,2,0,0
"847","9109",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,1,1,0,3,6,2,5,4,3
"848","9110a",0,2.0047325903657,NA,NA,2,0.765702117597954,1.50086175964701,1.48038731349555,NA,1.74188852325982,NA,0,1,1,0,0,0,0,7,0,12
"849","9110b",2,2,NA,2.0294653881197,NA,NA,0.657902694101828,NA,NA,NA,1.42121733766498,0,2,0,1,1,0,4,8,2,0
"850","9111",7,1.99860304183247,1,2.07368052554745,NA,NA,NA,0.833241301260518,2.30780955277916,NA,NA,0,0,0,1,4,6,0,0,11,1
"851","9112",0,2.42650816347303,NA,2.23434422846593,NA,1.90381597360053,1,NA,NA,NA,1.45285398764102,0,6,0,5,0,0,4,1,7,0
"852","913",1,NA,2,1,NA,NA,NA,NA,0.941604897724721,NA,NA,7,0,0,1,2,1,4,0,2,1
"853","914d",0,2.37845351455883,NA,1.16012927503443,1.74535978421632,NA,NA,NA,1.78286404449822,NA,NA,0,2,0,0,4,1,1,0,1,4
"854","9228",1,1.07752067703428,2.40269143490204,NA,NA,NA,NA,NA,NA,1,NA,0,0,6,1,1,1,1,4,0,1
"855","9230",0,1.9370982312788,1.65249284022841,1.73194203132907,NA,NA,NA,1.57748679519114,1.18964771584041,NA,NA,0,0,0,2,2,2,0,0,1,3
"856","9231",9,NA,NA,NA,NA,NA,0.266456962611519,NA,NA,1.94210169146146,2.00754130594475,1,2,4,3,5,0,7,4,0,0
"857","9232",8,1.22535932005622,NA,NA,1.06931535781471,NA,NA,NA,NA,1.75165643980838,NA,0,1,2,0,2,2,2,5,0,3
"858","927a",1,0.581687772328361,1.93483631333479,0.709031046968675,1.82868007778193,NA,1.86756986811194,1.57401022384024,NA,1.0016529487597,NA,0,0,0,0,3,0,0,1,0,3
"859","927c",1,NA,2,NA,NA,NA,NA,NA,1.97728368554171,0.463891131865835,NA,4,0,4,2,1,1,2,0,0,1
"860","927e",5,1.73436794333729,NA,NA,NA,1,2.29346513390836,NA,NA,1.51348877828396,NA,0,1,5,2,0,0,3,1,0,2
"861","93",7,NA,0.779498900936752,NA,NA,1,2.33212802502654,NA,2.36388498777429,1.2460837857869,NA,4,0,5,1,0,0,3,0,0,3
"862","930",4,NA,NA,NA,NA,2.13071840884761,NA,NA,1.29576272332362,NA,1,6,1,1,1,0,3,1,0,1,0
"863","931",4,2.06808415852641,1.04969099094966,NA,NA,2.29360236509301,NA,1,NA,NA,NA,0,0,1,4,0,2,0,9,6,2
"864","937",4,NA,NA,NA,NA,2,1.39187032003814,NA,1.29897590188869,NA,NA,3,1,1,9,0,0,1,0,3,1
"865","939",4,1.82361087660658,NA,NA,NA,2.101066091716,NA,NA,0.565081764535469,NA,0.723922157807086,0,1,1,1,0,7,1,0,3,0
"866","940",8,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,0,16,1,2,3,2,2,0,1
"867","945a",4,2,NA,NA,NA,2.14813269241721,NA,NA,NA,NA,1,0,2,9,1,0,8,2,5,1,0
"868","945b",0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,7,5,2,10,3,7
"869","95",1,NA,2.52287320459512,2.26581440400221,NA,NA,1.88581565687085,0.921192270433165,NA,NA,NA,6,0,0,1,1,0,0,3,2,9
"870","958",4,NA,NA,1.96723296744615,NA,2,NA,NA,NA,1,NA,1,1,0,8,0,1,1,1,0,1
"871","971",6,1.65371332073877,NA,NA,1.77540940859678,NA,1.18578761907584,1.80636990443283,NA,NA,0.488227681504237,0,7,6,0,1,0,0,1,9,0
"872","973",4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,11,3,1,1,0,4,14,0,2,5
"873","977",3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,0,0,1,4,10,2,1,1
"874","979",0,2,NA,1.30563460880156,NA,NA,1.1141406947832,NA,1.50145361160327,NA,1.68511807439148,0,1,0,4,1,0,5,0,3,0
"875","985",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,5,1,1,1,3,0,1,1
"876","990",4,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,2,5,1,0,1,0,3,1,3
