"","Tree_ID","best_iteration","quality_0","quality_1","quality_2","quality_3","quality_4","quality_5","quality_6","quality_7","quality_8","quality_9","times_outlier_0","times_outlier_1","times_outlier_2","times_outlier_3","times_outlier_4","times_outlier_5","times_outlier_6","times_outlier_7","times_outlier_8","times_outlier_9"
"391","354a",1,1.19794504545931,1.37955881435831,NA,NA,NA,1.20699481723119,NA,NA,0.834535526282281,NA,0,0,7,7,2,0,1,1,0,13
"392","354b",7,NA,NA,1.16900443105942,1.19130272988891,NA,1.8729449086285,1.24940168972793,2.29077058064476,NA,NA,4,1,0,0,16,0,0,0,5,8
"393","36",6,NA,NA,NA,1.33773911254737,NA,NA,2,NA,NA,1.53813088963354,1,5,2,0,6,7,0,2,1,0
"394","367",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,1,4,2,4,9,1
"395","371",3,NA,1.8100434787898,NA,2,0.564245594632786,NA,NA,NA,NA,NA,7,0,10,0,0,1,2,1,6,3
"396","380",8,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,3,2,3,2,3,3,6,0,0
"397","384",1,1.28147365652719,2.76767212196725,1.46728975964062,NA,0.808125305406294,2.07837200456819,NA,NA,NA,NA,1,1,1,3,1,1,2,18,5,4
"398","386",0,3,NA,NA,NA,NA,0.879424766190924,NA,0.103712538563581,NA,NA,0,7,3,1,12,0,2,0,2,4
"399","387a",8,1,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6,3,4,3,4,3,3,0,3
"400","387b",1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,15,1,13,1,2,2
"401","393",1,1.65293323724895,2.26630928931418,NA,NA,NA,NA,0.363639580628889,NA,2.1830764899903,1.4543261903456,0,0,1,4,1,13,0,3,0,0
"402","409a",0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,17,2,4,0,2,2,2
"403","409b",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,1,4,3,2,1,5,2
"404","41",4,0.284502872698267,NA,NA,NA,2.11038576938417,NA,NA,0.994151044978896,NA,1.25402008571834,0,1,9,2,0,5,1,0,1,0
"405","410",9,NA,NA,1.74024005088452,0.875350358603185,1.87437469081287,NA,NA,NA,1.30578030812856,2.21684965796733,6,3,1,1,1,11,6,2,1,1
"406","413",4,1.84071785030256,1.3360124829313,NA,NA,1.89643869905247,NA,NA,1.01631659834549,NA,1.49477036377075,0,0,2,1,0,12,2,0,5,0
"407","416a",1,NA,3,NA,NA,NA,NA,NA,0,NA,NA,2,0,6,6,8,1,6,0,7,4
"408","419",4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,1,2,2,0,0,3,1,15,5
"409","421",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,3,6,0,9,4,1,1,2,2
"410","424",8,NA,0.971251587168398,NA,NA,0.807808942991001,NA,NA,NA,2.26557489608346,1.76390872169927,1,0,1,1,0,4,4,3,0,0
"411","425",5,1.1145206795769,0.35571597928316,NA,NA,NA,2.0819019288254,NA,NA,NA,1.06629659069671,0,0,1,2,1,0,1,5,13,0
"412","427a",6,1.28816016545766,0.623966426155175,NA,NA,NA,NA,3,1.43094755121296,NA,NA,0,0,2,1,2,6,0,0,2,10
"413","43",4,NA,1.36965568448606,1,NA,1.83930709271897,1.2831990027994,NA,NA,NA,NA,1,0,0,1,0,0,23,1,2,1
"414","434",8,1,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,3,1,1,4,8,1,0,1
"415","438a",3,1.88756883919449,1,NA,2.08618847873143,NA,NA,1.41145532046817,NA,NA,0.980041838589793,0,0,3,0,1,1,0,3,3,0
"416","438b",5,1.87074192456439,NA,NA,NA,NA,2.03542217752579,NA,NA,0.752794638441465,1.69568259207805,0,1,1,4,3,0,6,3,0,0
"417","439",7,NA,NA,NA,1,NA,NA,NA,2,NA,NA,2,1,7,0,1,1,2,0,5,2
"418","442",3,NA,NA,1,2.3908653403751,NA,NA,NA,1.02222045086028,NA,NA,4,4,0,0,7,3,1,0,7,1
"419","446",4,NA,NA,0.501852706346146,0.996468581172208,3,NA,NA,NA,1.08636304652053,NA,7,1,0,0,0,6,4,6,0,5
"420","45",5,NA,NA,NA,NA,NA,2,NA,1,NA,NA,3,6,3,2,2,1,6,1,2,4
"421","450",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,10,5,0,6,1,2,4,1,1
"422","459",4,NA,NA,NA,1,2,NA,NA,1.28089446498676,1.25777508172035,NA,5,1,10,0,0,1,2,0,0,3
"423","46",4,NA,1,1.25407775272613,NA,2.67325180931672,NA,NA,NA,NA,NA,11,1,1,7,1,2,4,2,2,4
"424","460",1,0.866658716831358,2.26208579140568,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,1,0,2,1,1,4,1
"425","469",9,NA,NA,0,NA,NA,NA,NA,NA,NA,3,4,4,0,2,4,1,1,1,3,0
"426","472",6,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,0,2,2,1,13,0,1,2,1
"427","473",0,2,1,NA,0.577577787735756,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,2,2,2,3
"428","484",4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,4,1,1,0,4,2,0,2,4
"429","485",3,1.42656712326414,NA,NA,2.98301298901601,0.62304732030088,1.02813507549754,NA,1.83311222152634,1.51915602794309,NA,0,2,5,0,0,0,4,0,0,12
"430","486",3,NA,NA,NA,2,NA,0.604278997477232,NA,NA,1.48541718387143,NA,1,9,1,0,8,0,3,1,0,2
"431","487",3,0.926839658966481,NA,NA,3,NA,NA,NA,0.394280599256641,NA,NA,0,4,1,0,6,1,1,0,9,2
"432","488a",9,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,6,4,9,6,1,0,3,1,0
"433","488b",6,1.97606594186838,NA,NA,NA,NA,NA,2,NA,NA,1.10869588788545,0,7,11,3,2,1,0,5,2,0
"434","491",6,1.58139434233944,NA,0.869713994370661,NA,NA,NA,2.48987662619637,1.70857315777283,NA,NA,0,1,0,1,1,2,0,0,1,4
"435","496",9,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,2,2,1,0,2,6,10,12,0
"436","499",0,1.34677631569934,NA,0.809423420085696,NA,0.81474445215257,1.24713861623837,NA,NA,1.30821597081249,NA,0,3,0,1,0,0,3,2,0,3
"437","501",4,NA,NA,1.98484034410508,NA,2.61499288395166,NA,1.34873202301166,2.27383835356355,0.478321619439141,1.47423100830506,1,6,0,1,0,3,0,0,0,0
"438","513",7,1.1108500538931,NA,NA,NA,NA,0.31491200085533,1.49898858210567,2.27748813419916,NA,1.51558309028414,0,1,11,1,3,0,0,0,6,0
"439","514",4,NA,1.14461903055729,NA,NA,2.8635138024578,NA,NA,NA,NA,0.483965900378716,1,0,7,3,0,1,2,4,2,0
"440","521a",3,NA,NA,NA,1.6682739414065,NA,NA,1.16510745741107,1,NA,NA,1,9,1,0,2,1,0,0,8,4
"441","521b",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,4,1,4,2,1,1
"442","521c",3,NA,NA,NA,2.61414888590675,2.03150370147699,1.07806874189564,NA,NA,0.412861928800747,1.49929347270086,4,1,2,0,0,0,1,3,0,0
"443","524",5,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,2,0,2,1,0,3,2,1,7
"444","532a",5,NA,1.66046673462157,0,NA,NA,3,NA,0.837096225582485,NA,1.44273766628771,4,0,0,2,1,0,3,0,1,0
"445","532b",6,1.01337688705986,0.928058752623083,0.809219082840489,1.6736642735224,NA,1.35761412119349,2.17446192824587,2.17436551525344,2.13776898545597,1.35305079390384,0,0,0,0,16,0,0,0,0,0
"446","538",5,NA,1.47271389820785,NA,0.728453357442916,NA,2.36461724826647,NA,NA,NA,NA,1,0,2,0,1,0,1,4,6,3
"447","541",2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,2,5,3,1,3
"448","552",2,NA,NA,2.96406202964985,NA,NA,NA,NA,1.43882759018581,2.04299309673599,0.61323578645367,1,6,0,3,6,1,4,0,0,0
"449","554",5,NA,NA,NA,1.75157224552381,NA,2.10283042889926,0.922551713241365,NA,NA,1.51707436809766,8,1,5,0,1,0,0,11,5,0
"450","555",1,NA,2,1.31035416524749,0.130909650265346,NA,NA,1.9922272535835,NA,NA,1.86119507543879,12,0,0,0,3,1,0,4,3,0
"451","56",0,1.98962077110755,NA,NA,NA,NA,1,NA,NA,1.75623511884897,NA,0,1,2,2,13,0,13,1,0,5
"452","562",0,2.42600945486013,0.532997218679825,NA,NA,NA,NA,NA,1.97745624253404,NA,1.3117185148099,0,0,10,14,5,4,2,0,4,0
"453","568",7,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,1,2,1,0,5,1,0,3,11
"454","577",6,0.486892139150681,NA,NA,1.3270068978241,NA,NA,2.32243905501069,1.13465787909335,1.42544809202833,NA,0,4,3,0,1,1,0,0,0,2
"455","580",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,4,3,2,2,3,1,1
"456","588",5,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,1,0,4,1,0,5,1,1,6
"457","595",9,1.38150576836126,1.94333233295494,NA,NA,1.73210761626652,NA,NA,1.93073262183337,0.399682025065315,2.15179544138997,0,0,1,2,0,3,4,0,0,0
"458","596",8,NA,NA,0.204607510145606,NA,NA,1.72469851607711,NA,NA,2.60506391618612,NA,2,1,0,2,2,0,5,5,0,1
"459","599a",4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,2,6,0,1,4,1,6,6
"460","599b",6,1.28205349442855,1.23177604176856,1.66927338538239,0.625710675492034,NA,NA,2.10534077423165,NA,2.07233064109588,NA,0,0,0,0,2,2,0,1,0,7
"461","599c",7,NA,NA,NA,NA,0,NA,NA,3,NA,NA,3,1,1,2,0,1,7,0,2,2
"462","5a",7,NA,NA,0.746054803989309,NA,NA,NA,NA,3,NA,0.913062697857548,1,1,0,1,12,1,4,0,21,0
"463","5b",1,NA,2.05886682810811,NA,NA,NA,1,NA,NA,1.42557308563,NA,1,0,2,1,2,0,1,1,0,1
"464","6",3,1,1.52592371370482,2.80386692076488,2.84990983148285,NA,NA,NA,1.00466430833695,NA,NA,0,0,0,0,1,5,7,0,1,1
"465","60",5,1,NA,1.68328409343587,1.72962176487242,0.70951402646825,2.54765236816603,NA,2.37010007552801,NA,NA,1,2,1,1,1,1,7,1,5,5
"466","600",2,NA,NA,3,NA,NA,NA,0,NA,NA,NA,1,9,0,5,1,1,0,3,2,11
"467","602",1,NA,1.72531272819719,1,1.09121394556499,NA,NA,NA,NA,NA,NA,12,0,0,0,3,3,3,2,26,1
"468","606",3,NA,1.27610372841335,1.05386878410214,1.65996607159465,NA,NA,NA,NA,NA,1.58371556079057,3,0,0,0,3,1,1,12,1,0
"469","616",5,0.548455574815508,NA,0.805469356755011,NA,NA,2.18433918821166,1.76751178454557,NA,NA,NA,0,4,0,12,8,0,0,1,8,1
"470","62",3,1.06320754050425,NA,1,2,NA,NA,NA,NA,NA,NA,0,2,0,0,3,7,1,6,4,1
"471","638",0,2.18369074478222,NA,NA,NA,NA,NA,1,1.47119708370358,NA,2.08981864526857,0,1,6,2,8,3,0,0,2,0
"472","640a",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,2,0,1,1,4,4,1,2,5
"473","640b",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1,5,1,1,0,1,3,2,1
"474","654a",8,NA,1,NA,NA,NA,NA,NA,NA,2,NA,5,0,3,1,1,2,1,1,0,2
"475","654b",1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,0,1,0,2,6,2,3,1,5
"476","664",1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,4,0,1,3,1,0,1,4,2,5
"477","672",6,1,NA,NA,NA,NA,NA,2.73215821113824,0.47542299102656,NA,NA,0,1,7,1,5,1,0,0,2,1
"478","675",0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,4,2,4,1,1,2,6
"479","688",3,NA,NA,NA,2.91932124823439,NA,NA,0.631278281444069,1.16301653111439,NA,1.34987304810872,2,27,5,0,5,1,0,0,1,0
"480","691",8,NA,NA,1.52313456622891,NA,NA,1,NA,NA,1.88598068224985,NA,1,2,0,5,4,0,2,1,0,2
"481","70",7,NA,NA,NA,NA,NA,0.399922681688205,NA,2,1.82005479752354,NA,8,2,3,2,5,0,6,0,0,4
"482","700",4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6,1,5,2,0,2,1,8,3,3
"483","702",4,NA,NA,NA,NA,2.68548061957214,1.32813722389994,NA,NA,0.0838134541102633,NA,2,2,3,4,0,0,4,1,0,2
"484","705a",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,1,2,1,0,7,1,1
"485","709",9,NA,0.861527159252468,NA,NA,NA,1,NA,NA,NA,2.15234468571791,1,0,1,4,1,0,1,8,3,0
"486","710",5,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,0,1,1,2,0,2,1,2,4
"487","712a",9,NA,NA,0.796608717852297,1,NA,NA,1.45556444197569,NA,NA,2,7,2,0,0,1,1,0,1,2,0
"488","712b",8,NA,NA,1.45458912336113,1.0149167407765,NA,NA,0.629478847108395,NA,2,NA,1,1,0,0,1,1,0,3,0,1
"489","712c",8,NA,NA,NA,1.90639406191712,1.98690573925198,1.01755885141674,NA,NA,2.03014559084515,0.989363763178099,4,2,1,0,0,0,8,1,0,0
"490","714",1,NA,2.19658756697583,NA,NA,NA,1,1.52121964958148,NA,NA,NA,1,0,1,1,3,0,0,2,1,3
"491","718a",0,2.23320598724492,NA,NA,NA,1.41000532315696,0.0926474268195039,NA,1.42178187123307,NA,NA,0,3,3,7,0,0,1,0,1,4
"492","718c",4,NA,NA,NA,NA,2.9244147765868,NA,0.321664968609183,1.09803584035389,NA,NA,2,1,1,20,0,3,0,0,1,3
"493","725",5,1.43342226263504,NA,NA,NA,NA,2.9030213604883,1,NA,NA,NA,0,1,6,2,2,0,0,12,1,1
"494","727",2,NA,0.764834858076506,2.76563859369428,NA,1.10237505667183,NA,NA,NA,NA,NA,1,0,0,7,0,10,17,5,4,3
"495","73",6,0.949784760056528,NA,NA,NA,1.27212899362989,NA,2.01271104630359,NA,1.20156577862671,1.75671814724298,0,3,1,4,0,1,0,6,0,0
"496","735",4,1.88368012663939,1.71397455809572,NA,NA,1.88639322713035,1.43228257323966,NA,1.57003496687452,NA,NA,0,0,3,21,0,0,1,0,1,1
"497","74",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,2,9,6,4,3,0,4,1,10
"498","746",9,0.891911660598396,1.58974673307464,1,NA,0.474187014346503,NA,NA,1.63880573080583,1.60573463540591,1.98026027665802,0,0,0,4,0,10,7,0,0,0
"499","752",2,NA,NA,2.68929620156643,NA,NA,0.0246473910966517,1.92577844393917,2.031815624285,NA,2,1,4,0,1,8,0,0,0,1,0
"500","763",4,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,7,1,8,0,0,1,2,6,1
"501","774",6,0,1.96621711929651,NA,NA,NA,NA,2.16857391811284,NA,NA,NA,0,0,2,4,5,1,0,6,5,14
"502","778",5,NA,NA,NA,1.00864582486041,1.18126204717873,2.07673740879161,1.56145228165907,NA,NA,2,2,1,1,0,0,0,0,2,1,0
"503","781",5,NA,NA,NA,0.760649091829099,NA,2.22456761704861,NA,1,NA,NA,2,5,1,0,2,0,6,0,2,6
"504","786",9,1.62178049015446,1,1.09368006403178,NA,NA,NA,NA,NA,1.12410687017937,2.75166869513594,0,0,0,1,16,1,3,1,0,0
"505","794",5,NA,NA,NA,NA,0.858107062863676,2.00143648478629,NA,NA,1.47028083633932,NA,12,1,1,4,0,0,2,3,0,13
"506","795",9,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,19,1,1,1,2,20,1,0
"507","799",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,8,1,5,6,0,2,1,1,1
"508","8010",4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11,7,3,3,0,1,8,3,1,7
"509","8011",8,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,2,0,2,2,3,1,0,1
"510","8012a",7,NA,NA,0.972029582028391,NA,NA,NA,1.09644947956951,2,1.80681304132442,NA,4,1,0,3,1,2,0,0,0,2
"511","8012b",7,NA,NA,NA,NA,NA,1.66609571852337,NA,2.51446638048484,1,NA,3,5,1,3,1,0,5,0,0,1
"512","8013",7,NA,0.788649733072811,1.86245821047378,NA,0.819312797941761,1.30761493603591,NA,2.77988217955436,NA,1.42330404124537,2,0,0,7,0,0,2,0,2,0
"513","8014",4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,0,2,1,2,1,0
"514","8015",9,NA,1,NA,1.40796799705477,NA,NA,1.21212869815326,NA,NA,1.90730004566148,1,0,2,0,1,1,0,2,3,0
"515","8016",6,NA,NA,NA,NA,1.42593621340849,NA,2,0.326817084783647,NA,NA,1,10,1,6,0,4,0,0,4,2
"516","8018",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2,1,1,13,0,1,5,3,1
"517","8019",5,1.14615105706849,NA,NA,0.548622665861551,NA,2.67137846530134,1.28677894556416,NA,NA,NA,0,1,14,0,2,0,0,2,8,1
"518","8020",0,2.21932265842448,NA,1,NA,0.871756141172839,NA,0.956558667212075,NA,NA,NA,0,5,0,2,0,1,0,3,3,3
"519","8021",2,0.982113761399095,0.19069667559399,2,1.69544337662867,NA,NA,NA,NA,1.84365713896383,NA,0,0,0,0,4,3,1,1,0,2
"520","8022",3,NA,NA,NA,3,0,NA,NA,NA,NA,NA,2,1,2,0,0,2,1,1,4,2
"521","8023",9,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,2,8,1,1,3,4,0
"522","8024",0,2,NA,NA,1.27683049191059,1.93807277326744,NA,1.39203205395915,NA,NA,NA,0,1,1,0,0,1,0,2,3,1
"523","8026a",2,2.08467735639472,1.01576957779897,2.74149315120263,1.11750791710675,NA,NA,NA,NA,1.22826392139919,0.651990552707332,0,0,0,0,1,1,6,1,0,0
"524","8026b",2,2.09194683709727,1.22771390718224,2.18301063476928,0.685167226787691,NA,NA,NA,NA,NA,0.554665614610119,0,0,0,0,1,1,2,1,2,0
"525","8027",5,0.447123996185952,2.30233983817016,NA,NA,1.58862766147205,2.34832975200797,NA,NA,NA,NA,0,0,1,7,0,0,1,2,6,1
"526","8028a",8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,1,2,2,12,4,1,1,0,6
"527","8028c",4,NA,NA,NA,1.41196362959268,1.56766992401645,NA,NA,NA,1.55374274928178,NA,3,3,7,0,0,1,2,3,0,2
"528","8030",7,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,0,1,1,1,1,5,0,3,8
"529","8031",5,NA,0.73459157384557,1.42626042413007,1.49864263770277,NA,2,NA,NA,NA,NA,1,0,0,0,6,0,3,2,5,6
"530","8033",4,NA,NA,NA,1.83235868014179,2.24930805178042,NA,NA,1.23536146734251,0.108138862687786,1.29804286073417,16,1,4,0,0,11,4,0,0,0
"531","8035",6,1.62230291547181,NA,NA,NA,0.536002401245572,NA,2,NA,NA,0.295315757964773,0,1,4,1,0,10,0,1,2,0
"532","8040",0,2,NA,0.601708471102033,NA,NA,NA,1.55755385519769,NA,NA,NA,0,3,0,6,2,1,0,5,1,7
"533","8042",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,1,3,4,1,0,1,1,2,2
"534","8043",9,1.12368156340855,1.13379879724239,2.14450305424727,2.48859193044259,NA,NA,NA,1.18207733409385,NA,2.55236169195451,0,0,0,0,7,2,5,0,4,0
"535","8047a",2,NA,1.49154653944555,2.74039394717565,NA,NA,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,16,1
"536","8047b",5,NA,1.3677142106273,NA,NA,NA,3,NA,NA,0,NA,5,0,1,2,2,0,2,2,0,8
"537","8049a",1,NA,2.3503738130384,1.83388811869545,NA,NA,NA,1.65741169217372,NA,1.40153559453454,0.808687062510571,1,0,0,6,20,6,0,2,0,0
"538","8049b",4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,3,3,3,0,1,2,2,1,0
"539","8053a",5,1.26215292319752,2,1.58132949089539,NA,1.38966848435999,2.48450833730946,0.700689689322255,NA,NA,NA,0,0,0,9,0,0,0,1,1,1
"540","8053b",3,NA,2.04304564198486,NA,2.05944700031299,0.477038015350464,NA,NA,NA,1.70203288571828,NA,5,0,2,0,0,1,3,2,0,1
"541","8054",9,1.02793886415272,NA,NA,NA,NA,1.76474672842285,NA,NA,1,1.78921321085941,0,1,3,9,2,0,4,7,0,0
"542","8055",0,1.99943392596912,NA,1,NA,NA,NA,NA,1.12467095101555,NA,0.732229255837135,0,2,0,4,1,1,8,0,4,0
"543","8056",7,NA,1.94030303899285,2.04890934947232,NA,NA,0.673351262956061,NA,2.31699852742886,NA,1.19267854517359,1,0,0,4,1,0,4,0,5,0
"544","8057b",1,NA,3,NA,NA,NA,NA,NA,0,NA,NA,4,0,1,3,1,1,1,0,1,1
"545","8058",7,NA,NA,NA,0.773864880641834,0.635424292012534,2.46853557764549,1.82029543062296,2.65002889475135,NA,NA,1,17,1,0,0,0,0,0,5,1
"546","8059",4,0.18056400319232,NA,NA,NA,2.68130021778379,NA,1.06822330877236,NA,1.12814391293486,2.03237883786135,0,2,1,1,0,2,0,1,0,0
"547","805a",3,0.922380904113125,NA,NA,2.92480038125326,NA,NA,NA,NA,NA,1.4621782505734,0,2,1,0,12,1,15,1,3,0
"548","805b",4,0,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1,2,3,0,1,4,3,1,1
"549","8060",1,1.74044934454616,2.41841547252306,NA,NA,NA,1,1.52479110640156,1.76087904769784,NA,NA,0,0,11,4,3,0,0,0,1,2
"550","8061a",6,NA,1.31381340498033,NA,1.24738980470132,NA,NA,2,NA,NA,1.1194812039855,1,0,1,0,4,6,0,2,3,0
"551","8061b",4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,3,3,1,0,2,2,3,2,3
"552","8065",9,NA,NA,NA,NA,1,NA,NA,NA,NA,2,9,1,4,1,0,5,1,3,2,0
"553","8066",9,NA,NA,NA,NA,NA,NA,1,NA,NA,2,4,3,4,4,1,12,0,5,5,0
"554","8067",5,1.44079346927465,2,NA,NA,NA,2.21470759865057,NA,1.24184730018181,0.620230612888893,NA,0,0,4,1,2,0,2,0,0,2
"555","807",7,0.930247330939521,NA,NA,NA,NA,NA,NA,2.20255119607521,1.13855185359372,0.314020946698442,0,10,5,1,2,1,2,0,0,0
"556","8070",7,NA,NA,NA,1.25947339375606,1.46471493448185,1.18079815447563,1.02026269835353,2.03301364995587,1.28436385277786,NA,1,1,7,0,0,0,0,0,0,1
"557","8071b",7,1.4701794113489,1.2760045259948,1.62488644778929,NA,1.43967589541533,0.433223716558815,NA,2.17927558417705,1.53808801731873,NA,0,0,0,2,0,0,1,0,0,9
"558","8072",6,0.547192892992209,0.810417690223872,2.37710945380559,NA,NA,1.83813918947163,2.45417882915519,NA,NA,NA,0,0,0,1,3,0,0,1,1,2
"559","8073",5,0.845097154955403,1.63824602361964,NA,1.49875800464021,1.51476754720615,2.07616129154578,0.688113990566941,2.06953490372891,NA,0.332427069285557,0,0,12,0,0,0,0,0,12,0
"560","8074",0,1.75561457524295,1,NA,NA,NA,NA,NA,1.59794394576854,1.55395794163513,NA,0,0,1,1,1,6,1,0,0,2
"561","8075a",0,2.38821278627915,0.137332443135452,NA,NA,1.94625084840389,2.34155144739384,NA,NA,NA,0.906749195472338,0,0,3,2,0,0,1,1,8,0
"562","8075b",6,NA,NA,NA,NA,1,NA,2.17359097749981,NA,NA,1.51642964153889,2,4,6,5,0,1,0,8,5,0
"563","8079a",6,0.535013102717823,NA,NA,1,NA,NA,2.14951300939557,NA,NA,NA,0,12,1,0,1,1,0,1,6,1
"564","8079b",2,NA,NA,2.29283940833767,NA,NA,1,NA,1.47233730327824,NA,NA,5,4,0,1,1,0,4,0,7,2
"565","8082",1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,4,5,0,5,1,3,2
"566","8083",3,NA,NA,NA,3,NA,NA,NA,NA,NA,0,4,3,9,0,1,3,1,9,2,0
"567","8084",3,1.66727235199261,NA,0.254730053816847,2,1.00695139817323,1.31193769968646,NA,NA,NA,NA,0,1,0,0,0,0,1,1,22,8
"568","8086a",1,1.35660997010169,1.77160046490109,NA,NA,NA,NA,1.15750348605117,NA,1.13565999510278,NA,0,0,1,1,2,1,0,6,0,1
"569","8086b",5,NA,1.4757121023919,NA,1,1.02436009726401,2.00927887236182,NA,NA,NA,NA,4,0,4,0,0,0,1,1,2,1
"570","8088c",3,1.01877835028634,NA,2.02792189306864,2.18821794259754,NA,NA,0.80569736424127,NA,NA,NA,0,2,0,0,3,3,0,7,4,1
"571","8089",7,NA,NA,1.33266359276457,0.429431835130893,2.12433735689026,1.20129196416666,1.50221845051102,2.28688467854095,NA,NA,5,4,0,0,0,0,0,0,4,4
"572","8096",9,NA,NA,1.81149156222,NA,NA,NA,NA,0.677495720618462,NA,2.1085671367013,7,2,0,5,2,3,2,0,2,0
"573","8097",9,NA,1.52248998538711,NA,NA,NA,NA,NA,1.17272634404596,NA,2,3,0,6,5,4,3,4,0,1,0
"574","8098",2,NA,NA,2.26475903474534,1.87942973573516,NA,NA,1,NA,1.24827588941214,NA,1,1,0,0,9,1,0,4,0,4
"575","8099a",8,NA,0.415435653198596,NA,NA,1.61050262385008,NA,NA,NA,2.23725610801752,2,1,0,2,1,0,1,1,4,0,0
"576","8099c",5,1.14927956542747,NA,NA,NA,NA,2,NA,NA,1,NA,0,1,1,6,2,0,4,2,0,1
"577","8099d",2,NA,NA,2.37929459969181,NA,1.12654644693128,NA,NA,NA,1,1.71319908341831,1,1,0,2,0,4,2,2,0,0
"578","809a",7,0.202279187768064,NA,NA,NA,NA,0.977382413153199,NA,3,NA,NA,0,2,1,2,1,0,5,0,1,1
"579","809b",9,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,0,1,3,2,1,4,3,0
"580","81",5,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,2,5,3,4,0,0,1,7,1
"581","8102",7,NA,NA,NA,1.28690666285924,0,NA,NA,3,NA,NA,1,1,1,0,0,10,1,0,4,5
"582","8103",5,2.01936455705644,NA,NA,NA,1.49377474147479,3,NA,NA,0.437380498983317,0.519540872878673,0,11,1,5,0,0,1,1,0,0
"583","8105b",1,NA,3,NA,NA,NA,NA,NA,NA,0,NA,7,0,1,1,7,1,3,2,0,1
"584","8107b",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,4,1,4,1,4,15
"585","8107c",8,NA,2,NA,NA,0.622125326770483,NA,NA,NA,2.4771931024697,NA,2,0,1,5,0,1,4,1,0,2
"586","8107d",0,2,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,4,1,4,5,1,0,8,8
"587","8108",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,3,1,5,4,2,9
"588","8109",9,NA,NA,NA,0.0334605184220185,NA,1.89348810720911,NA,NA,NA,2.53472657099956,2,11,12,0,1,0,3,1,6,0
"589","8110",8,NA,NA,NA,NA,NA,0,2.23286290766448,0.514951906158147,2.54748894126156,1.68415609874606,4,1,5,2,2,0,0,0,0,0
"590","8111",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,1,2,1,2,4,1,0
"591","8112",4,NA,NA,NA,NA,2,NA,1,NA,NA,NA,13,3,4,4,0,7,0,2,1,1
